"id","Country","Year","region","protest","protesterviolence","protesterdemand1","protesterdemand2","protesterdemand3","protesterdemand4","stateresponse1","stateresponse2","stateresponse3","stateresponse4","stateresponse5","stateresponse6","stateresponse7","Electoral_Score","Liberal_Score","Participatory_Score","Deliberative_Score","Egalitarian_Score","HDI_Score","violenceStatus","predicted_prob"
202012001,"Canada",2012,"North America",1,1,"price increases, tax policy",NA,NA,NA,"crowd dispersal","arrests",NA,NA,NA,NA,NA,0.807,0.737,0.556,0.7,0.689,0.906,1,0.270742904626191
202015001,"Canada",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,".",0.816,0.745,0.564,0.708,0.687,0.921,0,0.263080855033861
202016001,"Canada",2016,"North America",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,0,0.268391436246648
202016002,"Canada",2016,"North America",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,0,0.268391436246648
202016003,"Canada",2016,"North America",1,0,"labor wage dispute",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,0,0.268391436246648
202016004,"Canada",2016,"North America",1,0,"police brutality",NA,NA,NA,"crowd dispersal",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,1,0.268391436246648
202016005,"Canada",2016,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,1,0.268391436246648
202016006,"Canada",2016,"North America",1,0,"political behavior, process",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,0,0.268391436246648
202016007,"Canada",2016,"North America",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,0,0.268391436246648
202016008,"Canada",2016,"North America",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,0,0.268391436246648
202016009,"Canada",2016,"North America",1,0,"police brutality",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,0,0.268391436246648
202016010,"Canada",2016,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.843,0.774,0.59,0.77,0.72,0.923,1,0.268391436246648
202017001,"Canada",2017,"North America",1,0,"social restrictions",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.847,0.777,0.596,0.769,0.736,0.926,0,0.265679408425667
202018001,"Canada",2018,"North America",1,0,"political behavior, process",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.847,0.773,0.598,0.769,0.736,0.928,0,0.266132908771058
202018002,"Canada",2018,"North America",1,0,"social restrictions",NA,NA,NA,"accomodation",NA,NA,NA,NA,NA,NA,0.847,0.773,0.598,0.769,0.736,0.928,0,0.266132908771058
202019001,"Canada",2019,"North America",1,0,"land farm issue",NA,NA,".","arrests",NA,NA,NA,".",NA,NA,0.863,0.781,0.612,0.794,0.747,0.929,1,0.267800370834228
202019002,"Canada",2019,"North America",1,0,"land farm issue",NA,NA,".","ignore",NA,NA,NA,".",NA,NA,0.863,0.781,0.612,0.794,0.747,0.929,0,0.267800370834228
202019003,"Canada",2019,"North America",1,0,"land farm issue",NA,NA,".","crowd dispersal","arrests",NA,NA,".",NA,NA,0.863,0.781,0.612,0.794,0.747,0.929,1,0.267800370834228
202019004,"Canada",2019,"North America",1,0,"land farm issue",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.863,0.781,0.612,0.794,0.747,0.929,0,0.267800370834228
202019005,"Canada",2019,"North America",1,0,"social restrictions",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.863,0.781,0.612,0.794,0.747,0.929,0,0.267800370834228
401994001,"Cuba",1994,"North America",1,1,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.108,0.039,0.066,0.058,0.232,0.656,1,0.57417274298042
401999001,"Cuba",1999,"North America",1,0,"political behavior, process",NA,NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.114,0.041,0.066,0.058,0.233,0.684,0,0.557529570992961
402012001,"Cuba",2012,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.167,0.053,0.072,0.091,0.239,0.769,1,0.504225084223641
402014001,"Cuba",2014,"North America",1,0,"labor wage dispute",NA,NA,NA,"beatings","crowd dispersal",NA,NA,NA,NA,NA,0.169,0.059,0.07,0.091,0.235,0.767,1,0.502040601042791
402014002,"Cuba",2014,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests","crowd dispersal",NA,NA,NA,NA,NA,0.169,0.059,0.07,0.091,0.235,0.767,1,0.502040601042791
402015001,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015002,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015003,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015004,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015005,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015006,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015007,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015008,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015009,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015010,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015011,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015012,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015013,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015014,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015015,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015016,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015017,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015018,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015019,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015020,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015021,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015022,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015023,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015024,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015025,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015026,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015027,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015028,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015029,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015030,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015031,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015032,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015033,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015034,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015035,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015036,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402015037,"Cuba",2015,"North America",1,0,"political behavior, process",NA,NA,NA,"arrests",NA,NA,NA,NA,NA,".",0.169,0.058,0.07,0.091,0.234,0.772,1,0.499880505871101
402016001,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016002,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016003,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016004,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016005,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016006,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016007,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016008,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016009,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016010,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016011,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016012,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"arrests",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,1,0.49572576234382
402016013,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016014,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016015,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016016,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016017,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016018,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"beatings","crowd dispersal",NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,1,0.49572576234382
402016019,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016020,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016021,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016022,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016023,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016024,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016025,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016026,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016027,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016028,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016029,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016030,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016031,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016032,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016033,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016034,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016035,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016036,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016037,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016038,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016039,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016040,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016041,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016042,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016043,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016044,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016045,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016046,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016047,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
402016048,"Cuba",2016,"North America",1,0,"political behavior, process","removal of politician",NA,NA,"ignore",NA,NA,NA,NA,NA,NA,0.17,0.058,0.07,0.083,0.233,0.773,0,0.49572576234382
